category,gh_id,name,full_name,desc,created,last_update,size,forks,stars,language,homepage,license,topics
N/A,8804864,cpppo,pjkundert/cpppo,Communications Protocol Python Parser and Originator -- EtherNet/IP CIP,2013-03-15T17:22:16Z,2021-06-28T21:33:25Z,10275,92,243,Python,https://hardconsulting.com/products/6-cpppo-enip-api,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,81098973,emacs-easy-hugo,masasam/emacs-easy-hugo,Emacs major mode for managing hugo,2017-02-06T15:04:45Z,2021-06-30T01:35:20Z,72884,25,244,Emacs Lisp,https://gohugo.io/tools/editors/#emacs,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['blog', 'markdown', 'static-site-generator', 'github-pages', 'emacs', 'orgmode', 'hugo', 'emacs-lisp', 'aws-s3', 'melpa', 'google-cloud-storage', 'restructured-text', 'restructuredtext', 'asciidoc', 'org-mode', 'asciidoctor', 'netlify', 'firebase-hosting', 'emacspeak', 'mmark']"
N/A,273082432,awesome-machine-learning-in-compilers,zwang4/awesome-machine-learning-in-compilers,Must read research papers and links to tools and datasets that are related to using machine learning for compilers and systems optimisation,2020-06-17T21:32:33Z,2021-06-30T21:21:35Z,1043,45,243,,,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}","['machine-learning', 'compiler', 'parallel-computing', 'parallelism', 'artificial-intelligence', 'operating-systems', 'optimisation', 'auto-tuning', 'parallel-programming', 'parallelisation', 'multi-cores']"
N/A,110895936,mosquitto-go-auth,iegomez/mosquitto-go-auth,Auth plugin for mosquitto.,2017-11-15T22:53:00Z,2021-07-01T06:13:57Z,6519,81,242,Go,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['plugin', 'mqtt', 'authentication', 'auth', 'authorization', 'mosquitto']"
N/A,165205332,TCP-IP-NetworkNote,riba2534/TCP-IP-NetworkNote,📘《TCP/IP网络编程》(韩-尹圣雨)学习笔记,2019-01-11T08:13:24Z,2021-07-01T07:29:00Z,472,67,247,C,,,[]
N/A,6115681,my_tech_resources,JamesLavin/my_tech_resources,List of tech resources future me and other Javascript/Ruby/Python/Elixir/Elm developers might find useful,2012-10-07T19:47:58Z,2021-06-26T03:30:04Z,9103,102,238,Jupyter Notebook,,,[]
N/A,10840481,Notepad2e,ProgerXP/Notepad2e,"Word highlighting, simultaneous editing, math evaluation, un/grep, UAC elevation, complete regexps (PCRE), Lua lexers, DPI awareness and more (XP+)",2013-06-21T10:28:18Z,2021-06-23T01:24:54Z,162421,32,238,C++,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['windows', 'c-plus-plus', 'notepad', 'scintilla']"
N/A,6729615,idris-mode,idris-hackers/idris-mode,"Idris syntax highlighting, compiler-supported editing, interactive REPL and more things for Emacs.",2012-11-16T23:14:19Z,2021-06-27T05:20:19Z,1111,70,237,Emacs Lisp,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",[]
N/A,117309258,todoist-shortcuts,mgsloan/todoist-shortcuts,"Comprehensive keyboard shortcuts for Todoist, via browser extension",2018-01-13T03:05:55Z,2021-06-28T17:33:40Z,1100,16,237,JavaScript,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['todoist', 'browser-extension', 'keyboard-shortcuts']"
N/A,7180956,DocTo,tobya/DocTo,"Simple command line utility for converting .doc & .xls files to any supported format such as Text, RTF, CSV or PDF",2012-12-15T15:39:19Z,2021-07-01T06:17:58Z,4145,37,237,Pascal,http://tobya.github.io/DocTo,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['windows', 'csv', 'excel', 'conversion', 'xls', 'pdf-generation', 'word-documents', 'csv-export', 'docto', 'xls-files']"
N/A,16751045,weechat-vimode,GermainZ/weechat-vimode,"A WeeChat script that adds vi-like modes, commands and keybindings.",2014-02-12T00:46:35Z,2021-06-21T16:43:08Z,316,26,235,Python,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",[]
N/A,12723124,versor,wolftype/versor,Versor Geometric Algebra Library,2013-09-10T07:30:59Z,2021-06-21T20:06:48Z,2185,37,228,C++,wolftype.github.io/versor/devel/html/,,[]
N/A,127300962,HiC_tools,mdozmorov/HiC_tools,A collection of tools for Hi-C data analysis,2018-03-29T14:10:41Z,2021-06-26T11:48:08Z,1819,55,223,,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",[]
N/A,92481482,bookmarks,MorganGeek/bookmarks,:bookmark: +4.3K awesome resources for geeks and software crafters :beer:,2017-05-26T06:55:02Z,2021-07-01T14:06:23Z,28163,43,228,Shell,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['productivity', 'security', 'devops', 'list', 'programming', 'ops', 'best-practices', 'clean-code', 'bookmarks', 'developer', 'software', 'practices', 'awesome-list', 'problem-solving', 'articles', 'tips-and-tricks', 'hacktoberfest', 'developers', 'software-craftsmanship']"
N/A,197821683,ITensors.jl,ITensor/ITensors.jl,A Julia library for efficient tensor computations and tensor network calculations,2019-07-19T18:12:05Z,2021-06-25T18:58:28Z,9985,54,223,Julia,https://itensor.org,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['physics', 'peps', 'matrix-product-states', 'dmrg', 'tensors', 'tensor-decomposition', 'tensor-networks', 'tensor-train']"
N/A,47921222,synth,jrmarino/synth,Next D/Ports build tool for live systems (Alternative for Portmaster and Portupgrade tools),2015-12-13T13:54:58Z,2021-06-28T20:29:39Z,855,11,224,Ada,,"{'key': 'isc', 'name': 'ISC License', 'spdx_id': 'ISC', 'url': 'https://api.github.com/licenses/isc', 'node_id': 'MDc6TGljZW5zZTEw'}",[]
N/A,28948155,minisatip,catalinii/minisatip,"minisatip is an SATIP server for linux using local DVB-S2, DVB-C, DVB-T or ATSC cards",2015-01-08T04:05:54Z,2021-07-01T02:10:09Z,5180,80,223,C,https://minisatip.org,,[]
N/A,7598128,qdate,choptastic/qdate,"Erlang date, time, and timezone management: formatting, conversion, and date arithmetic",2013-01-14T03:57:35Z,2021-07-01T14:25:43Z,4971,77,222,Erlang,http://sigma-star.com/blog/post/qdate,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",[]
N/A,15226271,ifm,misterunknown/ifm,Improved File Manager,2013-12-16T13:20:50Z,2021-06-13T14:59:43Z,4727,59,218,JavaScript,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['javascript', 'html', 'php', 'filemanager', 'ifm']"
N/A,923000,IMAPdedup,quentinsf/IMAPdedup,IMAP message de-duplicator,2010-09-19T18:29:21Z,2021-07-01T15:23:34Z,207,46,222,Python,http://qandr.org/quentin/software/imapdedup,"{'key': 'gpl-2.0', 'name': 'GNU General Public License v2.0', 'spdx_id': 'GPL-2.0', 'url': 'https://api.github.com/licenses/gpl-2.0', 'node_id': 'MDc6TGljZW5zZTg='}",[]
N/A,329622274,goful,anmitsu/goful,Goful is a CUI file manager written in Go.,2021-01-14T13:23:09Z,2021-06-25T23:18:35Z,7890,15,218,Go,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['go', 'golang', 'tui', 'file-manager', 'cui']"
N/A,28639394,symbiotic,staticafi/symbiotic,"Symbiotic is a tool for finding bugs in computer programs based on instrumentation, program slicing and KLEE",2014-12-30T17:33:06Z,2021-06-21T02:18:15Z,1754,35,215,Python,http://staticafi.github.io/symbiotic/,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['llvm', 'verification', 'symbolic-execution', 'instrumentation', 'slice', 'program-verification', 'software-verification', 'klee', 'slicing', 'llvm-ir', 'verification-toolchain', 'program-slicing']"
N/A,266464490,low-light-image-enhancement-resources,dawnlh/low-light-image-enhancement-resources,This is a resouce list for low light image enhancement,2020-05-24T03:44:36Z,2021-07-01T13:04:34Z,18545,49,225,MATLAB,,,"['computer-vision', 'deep-learning', 'image-processing', 'retinex', 'contrast-enhancement', 'histogram-equalization', 'image-enhancment', 'image-enhancement', 'low-light', 'low-light-image-enhancement']"
N/A,145333226,SimpleShellcodeInjector,DimopoulosElias/SimpleShellcodeInjector,SimpleShellcodeInjector receives as an argument a shellcode in hex and executes it.  It DOES NOT inject the shellcode in a third party application.,2018-08-19T19:53:18Z,2021-06-23T18:13:19Z,6732,72,210,C,,,[]
N/A,16860228,dot-files,martin-svk/dot-files,":zap: Well documented, terminal centric web developer's dot files. Neovim, Zsh, Tmux, Git, etc.",2014-02-15T09:52:02Z,2021-06-17T14:31:03Z,8896,24,212,Vim script,,,"['git', 'vim', 'dotfiles', 'zsh', 'tmux', 'neovim']"
N/A,13617657,refcard-org-beamer,fniessen/refcard-org-beamer,Org Beamer reference card,2013-10-16T11:51:08Z,2021-06-27T05:30:40Z,29242,22,213,,,,[]
N/A,124862182,major-mode-hydra.el,jerrypnz/major-mode-hydra.el,Spacemacs-esque major mode leader key powered by Hydra,2018-03-12T09:07:39Z,2021-06-23T16:48:12Z,653,9,211,Emacs Lisp,,,[]
N/A,12128399,awesome-wm-config,pw4ever/awesome-wm-config,awesome window manager config with persistent dynamic tagging,2013-08-15T06:56:21Z,2021-06-30T16:54:00Z,8908,50,211,Lua,,,[]
N/A,213877366,flutter_image_editor,fluttercandies/flutter_image_editor,"Flutter plugin, support android/ios.Support crop, flip, rotate, color martix, mix image, add text. merge multi images.",2019-10-09T09:33:31Z,2021-06-29T06:20:18Z,2965,62,210,Dart,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['android', 'plugin', 'editor', 'dart', 'ios', 'image', 'crop', 'rotate', 'edit', 'flutter', 'flip']"
N/A,47840344,kotlin-linq-examples,mythz/kotlin-linq-examples,C#'s 101 LINQ Samples translated to Kotlin,2015-12-11T17:17:31Z,2021-06-23T03:27:18Z,202,26,206,Kotlin,,,[]
N/A,315331978,jitboy,sysprog21/jitboy,A Game Boy emulator with dynamic recompilation (JIT),2020-11-23T13:57:13Z,2021-06-29T16:32:28Z,185,7,208,C,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['emulator', 'gameboy', 'gameboy-emulator', 'sdl2', 'jit', 'game-boy', 'jit-compiler', 'dynasm', 'gbz80', 'dynamic-compiler']"
N/A,272108471,awesome-geospatial-companies,chrieke/awesome-geospatial-companies,":globe_with_meridians: List of 500+ geospatial companies (GIS, Earth Observation, UAV, Satellite, Digital Farming, ..)",2020-06-14T00:41:12Z,2021-06-29T06:02:53Z,1625,40,209,Python,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['map', 'uav', 'satellite', 'geospatial', 'gis', 'remote-sensing', 'farming', 'companies', 'earth-observation']"
N/A,60558571,googliser,teracow/googliser,a fast BASH multiple-image downloader,2016-06-06T20:27:41Z,2021-04-16T11:25:02Z,5620,38,203,Shell,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['macos', 'linux', 'shell', 'bash', 'fast', 'imagemagick', 'gallery', 'google', 'image', 'debian', 'script', 'curl', 'download', 'wget', 'montage', 'manjaro', 'contact-sheet', 'puppies', 'gallery-image', 'parallel-downloads']"
N/A,153154821,Awesome-Gaze-Estimation,cvlab-uob/Awesome-Gaze-Estimation,Awesome Curated List of Eye Gaze Estimation Paper,2018-10-15T17:32:58Z,2021-06-18T10:57:01Z,116,42,205,,,,[]
N/A,186590485,vime,fgheng/vime,"vime, an easy and structural config for (neo)vim users",2019-05-14T09:31:50Z,2021-07-01T14:19:56Z,16044,41,204,Vim script,,,"['vim', 'vimrc', 'neovim', 'vim-scripts', 'neovim-dotfiles', 'neovim-config', 'vim-config']"
N/A,196894787,vim-doctor,adembudak/vim-doctor,A quick reference for Vim text editor.,2019-07-14T23:53:32Z,2021-06-11T01:31:49Z,446,10,200,,https://adembudak.github.io/vim-doctor/,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['vim', 'quick-reference']"
N/A,122790849,str,fe3dback/str,"A fast, solid and strong typed string manipulation library with multibyte support",2018-02-25T00:00:10Z,2021-06-25T17:09:24Z,362,14,199,PHP,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['php', 'library', 'string', 'php-library', 'utf-8', 'string-manipulation', 'str', 'stringy', 'multibyte']"
N/A,205832290,DocumentLayoutAnalysis,BobLd/DocumentLayoutAnalysis,Document Layout Analysis resources repos for development with PdfPig.,2019-09-02T10:25:06Z,2021-06-24T23:22:47Z,43639,37,205,C#,,,"['pdf', 'csharp', 'hocr', 'tei', 'hocr-documents', 'alto-xml', 'table-extraction', 'page-xml', 'alto', 'layout-analysis', 'document-layout-analysis', 'xycut', 'docstrum', 'pdfpig', 'xy-cut', 'recursive-xy-cut', 'page-segmentation']"
N/A,14562045,NLsolve.jl,JuliaNLSolvers/NLsolve.jl,Julia solvers for systems of nonlinear equations and mixed complementarity problems,2013-11-20T16:30:15Z,2021-06-27T17:09:00Z,358,51,201,Julia,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,24889750,fplll,fplll/fplll,Lattice algorithms using floating-point arithmetic,2014-10-07T12:44:16Z,2021-06-30T16:23:11Z,11698,82,199,C++,,"{'key': 'lgpl-2.1', 'name': 'GNU Lesser General Public License v2.1', 'spdx_id': 'LGPL-2.1', 'url': 'https://api.github.com/licenses/lgpl-2.1', 'node_id': 'MDc6TGljZW5zZTEx'}","['mathematics', 'lattice-based-crypto', 'lattice-reduction']"
N/A,88449031,orbuculum,orbcode/orbuculum,Cortex M SWO SWV Demux and Postprocess,2017-04-16T23:32:09Z,2021-06-19T03:17:09Z,47866,28,199,C,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,80303828,pass-update,roddhjav/pass-update,A pass extension that provides an easy flow for updating passwords.,2017-01-28T18:58:50Z,2021-06-30T11:32:25Z,199,14,198,Shell,https://www.passwordstore.org,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['password-manager', 'password', 'pass', 'password-store', 'pass-extension']"
N/A,88131001,ebisu,fasiha/ebisu,"Public-domain Python library for flashcard quiz scheduling using Bayesian statistics. (JavaScript, Java, Dart, and other ports available!)",2017-04-13T06:10:07Z,2021-06-08T05:43:09Z,3202,16,197,Python,https://fasiha.github.io/ebisu,"{'key': 'unlicense', 'name': 'The Unlicense', 'spdx_id': 'Unlicense', 'url': 'https://api.github.com/licenses/unlicense', 'node_id': 'MDc6TGljZW5zZTE1'}","['python', 'review', 'monte-carlo', 'statistical-methods', 'python3', 'spaced-repetition', 'quiz', 'recall', 'bayesian-statistics', 'recall-probabilities', 'probability-density']"
N/A,237517188,seaibib,ckaestne/seaibib,Software Engineering for AI/ML -- An Annotated Bibliography,2020-01-31T21:14:05Z,2021-06-28T19:56:23Z,1239,18,197,,,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}",[]
N/A,181043517,git-tips,jaywcjlove/git-tips,这里是我的笔记，记录一些git常用和一些记不住的命令。,2019-04-12T16:18:28Z,2021-06-29T16:35:19Z,104,69,197,,,,"['git', 'gitbook', 'tips']"
N/A,126550864,aa,cliffclick/aa,Cliff Click Language Hacking,2018-03-24T00:10:49Z,2021-07-01T15:02:48Z,7348,12,200,Java,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",[]
N/A,142401894,grblHAL,terjeio/grblHAL,This repo has moved to a new home https://github.com/grblHAL,2018-07-26T07:00:52Z,2021-06-25T03:32:59Z,17149,84,193,C,,,[]
N/A,321489256,ravens,google-research/ravens,"Train robotic agents to learn pick and place with deep learning for vision-based manipulation in PyBullet. Transporter Nets, CoRL 2020.",2020-12-14T22:31:07Z,2021-07-01T14:16:12Z,5306,39,195,Python,https://transporternets.github.io,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['reinforcement-learning', 'computer-vision', 'deep-learning', 'robotics', 'tensorflow', 'openai-gym', 'artificial-intelligence', 'vision', 'manipulation', 'imitation-learning', 'pybullet', 'rearrangement', 'pick-and-place', 'transporter-nets']"
N/A,292251400,Complete-Life-Cycle-of-a-Data-Science-Project,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,Complete-Life-Cycle-of-a-Data-Science-Project,2020-09-02T10:24:17Z,2021-07-01T16:54:00Z,161797,102,195,,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['datasets', 'unsupervised-learning', 'series', 'exploratory-data-analysis', 'reinforcement-learning', 'eda', 'tuning', 'pytorch', 'nlp-models', 'analysis', 'feature-engineering', 'label-data', 'data-science', 'deep-learning', 'machine-learning', 'supervised-learning', 'transfer-learning', 'python-library', 'data-analysis', 'federated-learning']"
N/A,48867673,tremc,tremc/tremc,Curses interface for transmission,2016-01-01T02:35:07Z,2021-06-21T19:22:30Z,3172,31,186,Python,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['torrent', 'transmission', 'python3', 'ncurses']"
N/A,65171571,Zimodem,bozimmerman/Zimodem,ESP8266/ESP32/Arduino custom modem<->internet simulator with lots of features,2016-08-08T04:06:40Z,2021-06-27T13:26:10Z,1735,53,189,C++,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",[]
N/A,246605253,JavaScriptCheatSheet,alhassy/JavaScriptCheatSheet,Quick reference to the tremendously accessible high-level language of the web ^_^,2020-03-11T15:15:10Z,2021-06-18T10:40:39Z,521,16,187,,,,"['javascript', 'reference', 'cheatsheet']"
N/A,20346109,b64.c,littlstar/b64.c,Base64 encode/decode,2014-05-31T00:30:17Z,2021-06-24T08:09:04Z,20,86,189,C,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",[]
N/A,68576689,printj,SheetJS/printj,:scroll: sprintf for JS,2016-09-19T06:40:41Z,2021-06-15T14:04:19Z,493,14,185,JavaScript,https://sheetjs.com,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['string', 'format', 'printf', 'sprintf', 'string-conversion', 'string-formatter', 'format-characters']"
N/A,264371435,embark,oantolin/embark,Emacs Mini-Buffer Actions Rooted in Keymaps,2020-05-16T06:07:47Z,2021-06-30T09:36:15Z,1028,19,191,Emacs Lisp,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",[]
N/A,256728511,geni,zero-one-group/geni,A Clojure dataframe library that runs on Spark,2020-04-18T10:46:14Z,2021-06-16T11:38:38Z,1911,17,183,Clojure,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['data-science', 'machine-learning', 'clojure', 'big-data', 'spark', 'parallel-computing', 'distributed-computing', 'data-engineering', 'clojure-library', 'high-performance-computing', 'dataframe', 'clojure-repl']"
N/A,178567785,awesome-audio-visual,krantiparida/awesome-audio-visual,A curated list of different papers and datasets in various areas of audio-visual processing,2019-03-30T14:17:45Z,2021-06-30T15:09:21Z,67,19,186,,,,"['awesome', 'localization', 'awesome-list', 'cross-modal', 'source-separation', 'audio-visual', 'mutli-modal']"
N/A,198627422,goptuna,c-bata/goptuna,"A hyperparameter optimization framework, inspired by Optuna.",2019-07-24T12:03:05Z,2021-07-01T09:25:19Z,14960,10,183,Go,https://pkg.go.dev/github.com/c-bata/goptuna,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['bayesian-optimization', 'evolution-strategies', 'blackbox-optimization', 'bandit-algorithms']"
N/A,157584515,fast-ide,fast-ide/fast-ide,🕺Fast Integrated Development Environment  😻,2018-11-14T17:18:13Z,2021-06-27T20:49:18Z,4284,6,182,Vim script,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['vim', 'zsh', 'tmux', 'fast', 'brew', 'cloud', 'cool', 'modern', 'neovim', 'portable', 'ide', 'collaboration', 'health', 'toolbox', 'professional']"
N/A,81739031,zeus,dreadl0ck/zeus,An Electrifying Build System,2017-02-12T16:16:31Z,2021-06-28T21:47:08Z,61395,19,179,Go,https://dreadl0ck.github.io/zeus/,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['shell', 'automation', 'builder', 'build', 'tool', 'makefile', 'scripts', 'build-automation', 'project', 'build-tool', 'make', 'zeus', 'gnumake']"
N/A,159605574,kubel,abrochard/kubel,Emacs extension for controlling Kubernetes with limited permissions,2018-11-29T04:04:37Z,2021-07-01T16:04:29Z,333,24,182,Emacs Lisp,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['kubernetes', 'emacs']"
N/A,259136181,PurritoBin,PurritoBin/PurritoBin,"ultra fast, minimalistic, encrypted command line paste-bin",2020-04-26T21:23:54Z,2021-05-19T18:57:31Z,325,4,176,C++,https://bsd.ac,"{'key': 'isc', 'name': 'ISC License', 'spdx_id': 'ISC', 'url': 'https://api.github.com/licenses/isc', 'node_id': 'MDc6TGljZW5zZTEw'}","['docker', 'unix', 'openbsd', 'pastebin', 'pastebin-service', 'encrypted-storage-clients']"
N/A,70806664,perftest,linux-rdma/perftest,Infiniband Verbs Performance Tests,2016-10-13T12:58:39Z,2021-06-30T09:19:35Z,1791,118,176,C,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,351905783,cross-platform-terminal-characters,ehmicky/cross-platform-terminal-characters,All the characters that work on most terminals,2021-03-26T20:35:41Z,2021-06-22T12:33:15Z,3973,3,173,JavaScript,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['windows', 'macos', 'linux', 'shell', 'bash', 'cli', 'unicode', 'encoding', 'font', 'unix', 'terminal', 'cross-platform', 'ascii', 'utf-8', 'os', 'operating-system', 'codepoints', 'characters', 'portability', 'ucd']"
N/A,129006675,shane-sfdx-plugins,mshanemc/shane-sfdx-plugins,,2018-04-10T23:30:53Z,2021-06-30T11:59:52Z,21807,32,174,TypeScript,,,[]
N/A,927145,bongo,dbrock/bongo,Play music with GNU Emacs,2010-09-21T08:36:10Z,2021-06-12T04:53:17Z,772,15,172,Emacs Lisp,http://www.emacswiki.org/emacs/Bongo,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,186656753,dataplaneapi,haproxytech/dataplaneapi,HAProxy Data Plane API,2019-05-14T16:05:21Z,2021-06-30T16:32:30Z,30292,45,170,Go,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['haproxy', 'haproxy-configuration', 'sidecar', 'dataplane']"
N/A,165048882,PT-help,ylxb2016/PT-help,PT相关,2019-01-10T11:35:49Z,2021-06-26T12:01:00Z,86535,32,174,JavaScript,,,[]
N/A,59441906,awesome-csirt,Spacial/awesome-csirt,Awesome CSIRT is an curated list of links and resources in security and CSIRT daily activities.,2016-05-23T00:49:39Z,2021-06-18T11:33:40Z,2144,39,172,C,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['security', 'awesome', 'reverse-engineering', 'csirt', 'exploits', 'poc', 'awesome-list', 'pentesting', 'malware-analysis', 'cve', 'exfiltration', 'threat-intelligence', 'secure-programming']"
